station_code,average_delay_minutes,pct_right_time,pct_slight_delay,pct_significant_delay,pct_cancelled_unknown
MPL,31.0,20.77,73.16,6.0649999999999995,0.005
MRA,31.0,40.035,51.4475,8.517500000000002,0.0
MRJ,6.0,88.46000000000001,11.54,0.0,0.0
MS,1.375,97.6,1.92,0.445,0.036250000000000004
MSDG,30.884500000000003,23.075,69.23,7.69,0.005
MSH,7.0,90.0,8.33,1.665,0.005
MSR,25.0,23.075,73.075,3.845,0.005
MSZ,41.5,47.265,34.11,18.63,0.0
MTC,36.5,61.665,23.335,15.0,0.0
MTJ,29.25,57.873333333333335,31.867500000000003,10.259166666666667,0.0
MUE,31.5311,53.33,35.0,11.665,0.0
MURI,3.0,96.0,4.0,0.0,0.0
MUT,36.5,63.335,21.67,15.0,0.0
MVLK,66.0,48.36,35.48,16.165,0.0
MVO,45.0,36.665,45.0,18.335,0.0
MXN,30.25,43.07,47.8425,9.084999999999999,0.0025
MYR,49.5,15.0,71.66499999999999,13.335,0.0
MZL,38.5,28.33,50.0,21.665,0.005
MZP,25.0,51.665,40.0,8.335,0.0
NAD,14.677033333333334,86.575,7.335,6.086666666666667,0.0016666666666666668
NAM,37.0,28.45,57.365,14.190000000000001,0.0
NBQ,50.333333333333336,63.73666666666667,15.030000000000001,21.235,0.0
NCB,57.833333333333336,42.553333333333335,34.88333333333333,22.560000000000002,0.0033333333333333335
NCJ,0.5,100.0,0.0,0.0,0.0
ND,8.0,90.0,10.0,0.0,0.0
NDAE,26.829349999999998,65.255,23.584999999999997,11.15,0.005
NDD,124.0,6.985,22.005,70.87,0.14
NDLS,16.083333333333332,81.79083333333334,12.730833333333335,5.477916666666666,0.0008333333333333334
NDPM,34.0,55.89,29.314999999999998,14.795,0.0
NED,33.0,43.335,45.0,11.665,0.0
NFK,68.75,55.972500000000004,8.55,35.480000000000004,0.0025
NGP,68.48125,42.842,32.937,24.058,0.16299999999999998
NHK,39.5,25.564999999999998,59.675,14.764999999999999,0.0
NILE,26.0,69.655,17.27,13.075,0.0
NJP,42.875,65.11125,18.64125,16.2475,0.0
NJT,33.0,30.0,65.0,5.0,0.0
NK,39.13531666666667,25.006666666666664,66.87166666666667,8.028333333333334,0.09333333333333334
NLR,68.16666666666667,21.003333333333334,51.94,26.828333333333333,0.22999999999999998
NLV,26.5,49.730000000000004,40.485,8.06,1.7249999999999999
NMKL,23.79075,47.5725,46.177499999999995,6.25,0.0
NMX,33.5,43.155,41.855000000000004,14.8,0.19
NNA,14.5,73.33500000000001,23.335,3.33,0.0
NNN,17.0,58.332499999999996,40.0,1.665,0.0025
NOQ,74.75,39.5375,29.6975,30.4775,0.2875
NRW,43.0,32.465,49.86,17.669999999999998,0.005
NTSK,32.5,44.055,45.64,10.3,0.005
NU,47.91805,10.0,73.33500000000001,16.67,0.0
NVS,25.436049999999998,48.215,48.22,3.5650000000000004,0.0
NWP,97.5,11.145,38.035,50.685,0.135
NYY,36.76755,5.0,90.0,5.0,0.0
NZB,48.5,10.0,66.66499999999999,23.335,0.0
NZM,15.685714285714285,79.87714285714286,12.937857142857142,7.1850000000000005,0.0
ODC,12.5,68.33,31.67,0.0,0.0
OGL,60.390775,17.088333333333335,54.70166666666666,28.159999999999997,0.04833333333333334
OTP,67.0,43.425,38.085,18.49,0.0
PAK,32.0,5.88,88.05,6.0649999999999995,0.005
PAU,29.1495,48.335,43.33,8.335,0.0
PBL,28.5,42.41,45.88,9.985,1.725
PBN,39.0,45.0,38.335,16.665,0.0
PCOI,49.0,26.665,43.335,30.0,0.0
PER,43.25378,39.268,45.972,14.651,0.11000000000000001
PGT,33.75,67.535,23.560000000000002,8.905,0.0
PGTN,2.0,100.0,0.0,0.0,0.0
PGW,21.84435,59.040000000000006,35.89,5.07,0.0
PIL,24.9697,35.295,58.64,6.0649999999999995,0.0
PLNI,14.0005,75.0,25.0,0.0,0.0
PNBE,29.416666666666668,46.346666666666664,38.54666666666667,14.376666666666667,0.73
PNC,52.0,6.645,70.16,21.005000000000003,2.19
PNDM,13.5,65.0,33.335,1.665,0.0
PNME,20.0,73.075,23.075,3.845,0.005
PNP,26.0,44.93,50.41,4.66,0.0
PNQ,22.0,66.66499999999999,18.335,15.0,0.0
PNU,2.0,93.33500000000001,5.0,1.665,0.0
PNVL,27.0,36.805,57.64,5.555,0.0
POY,4.5,90.0,10.0,0.0,0.0
PPI,35.95,30.0,55.0,15.0,0.0
PPTA,8.0,93.33500000000001,3.335,3.33,0.0
PRYJ,38.666666666666664,68.82666666666667,12.672222222222222,8.544444444444444,9.956666666666669
PSA,89.0,15.6,26.91,57.4225,0.0675
PTU,54.2505,18.33,51.67,30.0,0.0
PUNE,23.53639,45.1,49.614,5.285,0.002
PUT,19.0,53.405,43.72,2.875,0.0
PVR,19.575850000000003,61.54,34.615,3.845,0.0
PVU,46.0,6.67,75.0,18.33,0.0
QLN,43.43998333333334,46.471666666666664,39.99,13.534999999999998,0.0033333333333333335
RASP,13.5,66.66499999999999,33.335,0.0,0.0
RC,27.861912500000003,52.40375,39.40875,8.1875,0.00125
RDM,66.5,8.399999999999999,64.965,26.3575,0.27749999999999997
RGO,29.0,60.0,33.335,6.665,0.0
RJP,31.0,22.605,73.56,3.835,0.0
RJY,104.06341666666667,2.7583333333333333,29.921666666666667,67.27333333333333,0.04583333333333334
RKM,41.0,32.33,52.19,15.48,0.0
RKMP,17.75,72.0425,21.11,6.85,0.0
RMA,26.0,70.0575,18.87,11.075000000000001,0.0
RN,62.0,11.805,29.86,58.335,0.0
RNC,1.0,96.0,4.0,0.0,0.0
RNG,14.5,66.0,32.0,2.0,0.0
RNY,59.913333333333334,50.541666666666664,27.926666666666666,20.956666666666667,0.575
ROK,39.5,39.59,43.15,17.26,0.005
RPH,132.0,34.615,7.69,57.69,0.005
RTGH,36.192899999999995,34.19,47.98,17.83,0.0
RTM,18.574875,75.9425,17.62125,6.43875,0.0
RU,48.166666666666664,39.44333333333333,43.544999999999995,16.946666666666665,0.065
SA,24.77400714285714,52.81642857142857,42.402142857142856,4.781428571428571,0.0014285714285714286
SADP,24.5,44.474999999999994,50.57,4.955,0.005
SALE,29.5,56.225,30.505,13.264999999999999,0.005
SASN,17.0,70.685,26.025,3.29,0.0
SBC,25.0,53.33,36.665,10.0,0.005
SBE,29.0,43.54,43.595,11.14,1.725
SBIB,3.5,98.33500000000001,0.0,1.665,0.0
SC,31.4995,61.67,30.0,8.335,0.0
SDAH,18.5,91.98,2.395,5.625,0.0
SDB,26.25,49.33,42.725,7.94,0.005
SDGH,36.0,34.375,47.795,17.83,0.0
SDLP,26.0,47.98,37.13,14.89,0.0
SDN,16.0,55.7325,43.0925,1.175,0.0
SEGM,56.5,18.5975,60.58,20.5475,0.27749999999999997
SELU,46.5,33.335,45.0,21.665,0.0
SGG,23.0,65.82,22.555,9.020000000000001,2.605
SGLA,30.5,7.69,84.61500000000001,7.69,0.005
SGZ,23.5,62.5325,26.939999999999998,10.522499999999999,0.0025
SHM,26.85,6.665,0.0,3.335,90.0
SKF,38.76755,65.0,20.0,15.0,0.0
SKZR,38.5,3.33,26.665,6.665,63.34
SLGR,43.0,20.345,57.57,22.09,0.0
SLI,11.0,80.77000000000001,19.23,0.0,0.0
SLO,126.5,8.22,11.735,79.91,0.135
SLY,22.7795,44.9,52.7025,2.395,0.0025
SM,29.5,57.144999999999996,29.975,12.88,0.0
SMVB,46.833333333333336,67.52833333333334,9.541666666666666,22.868333333333336,0.06333333333333334
SMVJ,25.329575,20.82,21.11,9.1675,48.905
SNP,24.5,47.945,48.215,3.835,0.005
SNSI,21.0,87.5,0.0,12.5,0.0
SPT,109.0,20.82,17.35,61.69,0.14
SRC,76.33333333333333,35.43333333333333,24.473333333333333,40.0,0.09333333333333334
SRE,26.0,75.0,13.335,11.665,0.0
SRGM,28.0,43.335,46.67,10.0,0.0
SRR,17.0,65.28,28.47,6.25,0.0
SRT,12.583333333333334,73.83,25.43166666666667,0.7383333333333333,0.0016666666666666668
SRTL,53.0,5.0,58.335,36.665,0.0
SSB,34.5,48.22,38.355000000000004,13.424999999999999,0.0
SSPN,23.26225,57.917500000000004,31.665,10.4175,0.0
ST,13.7,85.36800000000001,10.591,4.042,0.0
STA,41.0,28.335,60.0,11.670000000000002,0.0
STR,1.0,92.31,7.69,0.0,0.0
SUR,29.9,41.111000000000004,52.029999999999994,6.858,0.001
SWM,25.166666666666668,61.546666666666674,29.315,9.14,0.0
SZM,26.227800000000002,45.065000000000005,50.41,4.52,0.0
SZR,30.0,50.535,38.15,11.31,0.005
TATA,338.5,3.365,21.875,74.52000000000001,0.24
TBM,12.375,63.97375,35.20375,0.72,0.10250000000000001
TCR,37.0,47.70666666666667,39.875,12.418333333333335,0.0
TDD,89.6168875,6.1975,41.54,52.1925,0.07
TEL,94.1645,15.89,30.045,53.925,0.1375
TEN,4.0,90.91125,8.1225,0.96625,0.0
TGN,24.5,19.23,80.77000000000001,0.0,0.0
TIHU,27.0,46.26,42.8,9.215,1.7249999999999999
TIR,22.5,36.11,57.64,6.25,0.0
TKR,16.0,69.23,30.77,0.0,0.0
TMV,16.75,53.825,45.5575,0.5475,0.07
TNA,26.428571428571427,52.417857142857144,39.16428571428571,8.419285714285714,0.0
TPJ,10.875,80.82625,17.33625,1.8375,0.00125
TPT,29.03125,38.42,52.205,9.375,0.0
TPTY,67.0,34.93,45.205,19.86,0.005
TRL,10.0,78.33500000000001,21.665,0.0,0.0
TRT,15.0,73.265,23.72,3.015,0.0
TRVL,42.28125,52.845,35.81,11.345,0.0
TU,26.5,36.255,60.185,3.56,0.0
TUN,33.71675,45.89,36.305,17.81,0.0
TUNI,118.0,8.79,22.555,68.515,0.14
TUP,19.56466,55.794000000000004,37.79,6.416000000000001,0.001
TVC,39.75,44.4525,46.335,9.2125,0.0
TVCN,5.875,93.75,6.25,0.0,0.0
TVP,107.0,55.89,17.26,26.85,0.0
UD,34.0,25.0,63.195,11.805,0.0
UDT,7.5,80.0,20.0,0.0,0.0
UMB,20.5,78.14,15.215,6.645,0.0
UMRI,45.5,16.67,68.33,15.0,0.0
URI,21.5,38.46,57.69,3.845,0.005
VAK,54.591225,29.8525,54.087500000000006,16.06,0.0025
VAPI,17.333333333333332,58.435,38.99333333333333,2.5716666666666668,0.0
VARD,67.5,37.67,45.34,16.990000000000002,0.0
VGLJ,20.428571428571427,75.75785714285713,18.380714285714284,5.802142857142857,0.060000000000000005
VLY,15.0,58.332499999999996,40.0,1.665,0.0025
VM,9.25,83.95,15.6375,0.41,0.0025
VPT,11.375,73.79875,25.2,1.0,0.0025
VRI,20.7,56.423333333333325,36.455000000000005,7.123333333333334,0.0
VSKP,74.33333333333333,32.86833333333333,26.12,40.965,0.04666666666666667
VZM,77.02199166666666,24.893333333333334,26.396666666666665,48.60333333333333,0.10833333333333334
WADI,17.375,78.45875,14.395,7.14625,0.0
WL,55.25,23.44,51.32,24.96625,0.27375
YA,28.0,35.46,60.980000000000004,3.56,0.0
YG,25.166666666666668,49.28333333333333,43.593333333333334,7.121666666666666,0.0016666666666666668
YJUD,29.0,68.33500000000001,21.665,10.0,0.0
YNK,39.0,50.0,37.5,12.5,0.0
